lyrics,label
"love  admiration  attraction  infatuation gon na Win I think you should come home 
And I never let you Go I know this is a Fight 
That someday we gon na Win 

It you and me that my whole world 
They whisper in the hallway She a bad bad girl 
She a bad bad girl 
Oh I just thought you should know You should know 
It you and me there nothing like this 
Miss Americana and The Heartbreak Prince Okay 
We so sad we paint the town blue Paint it blue 
Voted most likely ",1
"comfort  love  support  healing it getting so much clearer 
Nothing made sense the time I saw your face 
Today was a fairytale 

Today was a fairytale I wore a dress 
You wore a dark gray 
You told me I was pretty when I looked like a mess 
Today was a fairytale 

Time slows down 
Whenever you around yeah 

But can you feel this magic in the air 
It must have been the way you kissed me 
Fell in love when I saw you standing there 
It must have been ",1
"independence  nostalgia  freedom  longing. I love you right 
I go back in time and change it but I ca 
So if the chain is on your door I understand 

But this is me swallowing my pride 
Standing in front of you saying I sorry for that night 
And I go back to December all the time 
It turns out freedom ai nothing but missing you 
Wishing I realized what I had when you were mine 
I go back to December turn around and make it alright 
I go back to December turn around and ",1
"self-discovery  independence  identity very front porch 
After all this time you and I 

And I be you be 
I still look at you like the stars that shine 
In the sky oh my my m 
Am I ready for the bliss am I ready for l 
Red red Yeah yeah 
Red red 
His love was like driving a new Maserati down a street 
Faster than the wind passionate as sin ending so suddenly 
Loving him is like trying to change your mind once you already flying through the free fall 
Like ",1
"love  longing  devotion 
It hits different it you 

it you 

I find the artifacts cried over a hat 
Cursed the space that I needed 
I trace the evidence make it make some sense 
Why the wound is still bleedin 
You were the one that I loved 
Do need another metaphor it simple enough 
A wrinkle in time like the crease by your eyes 
This is why they should kill off the main guy 
Dreams of your hair and your stare and sense of belief 
In the good in the ",1
"love  relationships  perspective  misunderstandings away into a moment in time 
it was never mine 
And I can see us twisted in bedsheets 
August sipped away like a bottle of wine 
you were never mine 

Your back beneath the sun 
Wishin I could write my name on it 
Will you call when you back at school 
I remember thinkin I had you 

But I can see us lostin the memory 
August slipped away into a moment in time 
it was never mine 
And I can see us twisted in bedsheets 
",1
"love  desire  reassurance  contentment. palm of your hand then 
Why you have to go and lock me out when I let you in 
Stay Hey now you say you want it back 
Now that it just too late 
Well could been easy 
All you had to do was Stay 

All you had to do was Stay 

All you had to do was Stay 
All you had to do was Stay Ooh 
All you had to do was Stay 
All you had to do was Stay 

All you had to do ",1
"keywords: hope  disappointment  confusion  heartbreak. be the one that I love 
Love My love 
And now I standin here hopin it gets to you 

you could be the one that I love 
Love You could be the one that I love Yeah yeah 
I could be the one that you dream of 
A message in a bottle is all I can do 
Standin here hopin it gets to you 
You could be the one that I love 
I could be the one that you dream of Of 
A message in a bottle is all ",1
"betrayal  disappointment  denial  regret you started it 
You started it 
So yeah it a war 
It the goddamn fight of my life 
And you started it 
You started it 

Oh I ca 
Stop you putting roots in my dreamland 
My house of stone your ivy grows 
And now I covered 
In you in you 
Now I covered in you 
In yo 
Shorty I a take ya 
You can call me 
Now I a rap star 
Hey It a thug story 
Now tell who you are 
",1
"loss  nostalgia  reminiscence  separation. What should been you 
What could been would been you 
What could been would been you 
What could been would been you 
What could been would been you 
What could been would been you 

Goodbye goodbye goodbye 
You were bigger than the whole sky 
You were more than just a short time 
And I got a lot to pine about 
I got a lot to live without 
I never gon na meet 
What could been would been 
What should been yo 
Shorty I a take ",1
"surprises  imperfections  gratitude I haunted 
oh 
You and I walk a fragile line 
I have known it all this time 
Never ever thought I see it break 
Never thought I see i 
I still on that trapeze 
I still trying everything to keep you looking at me 

Because I a mirrorball 
I a mirrorball 
And I show you every version of yourself tonigh 
The only thing I wan na do 
Is make it up to you 
So I showed up at your party 

Yeah I showed up ",1
"loud music  independence  self-assured  rejection fun of you 
And I promise that nobody gon na love you like 

Girl there ai no I in team 
But you know there is a me 
I the only one of me I the only one of me 
Baby that the fun of me Baby that the fun of me 

Strike the band up one two three 
You ca spell awesome without me 
You the only one of you 
Baby that the fun of you 
And I promise that nobody gon na love you like 

",1
"loneliness  vulnerability  comfort  support Drive out of the city away from the crowds 
I thought Heaven ca help me now 
Nothing lasts forever 
But this is gon na take me down 

He so tall and handsome as hell 
He so bad but he does it so well 
And when we had our very last kiss 
My last request is 

Say you remember me 
Standin in a nice dress 
Starin at the sunset babe 
Red lips and rosy cheeks 
Say you see me again 
Even if it just in your ",1
"resilience  hope  perseverance  self-discovery damn sure never would danced with the devil 
At nineteen 
And the God honest truth is that the pain was heaven 
And now that I grown I scared of ghosts 
Memories feel like weapons 
And now that I know I wish you left me wondering 

If you never touched me I would 
Gone along with the righteous 
If I never blushed then they could 
Never whispered about this 
And if you never saved me from boredom 
I could gone on as I was 
But Lord you made ",1
"hope  love  belief  faith  wishing 
I ca let this go 
I fight with you in my sleep 
The wound wo close 
I keep on waiting for a sign 
I regret you all the tim 
Got ta call my friends tell them all about you 
Always looking like one of those nights 
When you thinkin kissing the morning light 
You got me you do 
I runnin right out to my car 
And I pull out the drive 
It only been ten minutes 
But I have to see you one more time 

",1
"love  nostalgia  connection just aligned 
And I would been so happy 

And it was like slow motion 
Standing there in my party dress 
In red lipstick 
With no one to impress 
And they all standing around me singing 
Happy birthday to you 
But there was one thing missing 
And that was the moment I knew 
I knew 


You called me later 
And said I sorry I did make it 
And I said I sorry too 
And that was the moment I knew 

What do ",1
"sadness  pain  love  heartbreak your hands 
Ai that the way shit always ends 
You were standing in the hallway 
Carnations you had thought were roses that us 
I feel you no matter what 
The rubies that I gave up 
And I lost you 
The one I was dancing with 
In New York no shoes 
Looked up at the sky and it was 
The burgundy on my 
When you splashed your wine into me 
And how the blood rushed into my cheeks 
So scarlet it was maroon 

When the silence ",1
"love  longing  admiration  nature ooh 
Minds change like the weather 
I hope you remember 
Today is never too late to be brand new oh 

It alright just wait and see 
Your string of lights are still bright to me oh 
Who you are is not where you been 
You still an innocent 
It okay and life is a tough crowd 
and still growing up now 
Who you are is not what you did 
You still an innocent 

Did some things you ca speak of 
But at night you live ",1
"love  infatuation  desire. And the fakers gon na fake fake fake fake fake 
And fake and fake and fake 
Baby I just gon na shake shake shake shake shake 
I shake it off I shake it off 
Heartbreakers gon na break break break break break Mmm 
And the fakers gon na fake fake fake fake fake 
And fake and fake and fake 
Baby I just gon na shake shake shake shake shake 
I shake it off I shake it off 
I never miss a beat 
I lightnin on my feet 
And that ",1
"continuity  identity  simplicity  joy every time she moves 
And everybody watching her 
But she looking at 
You ooh ooh you ooh ooh 
Ooh 
You ooh ooh you ooh ooh 
You ooh ooh you ooh ooh 
You ooh ooh you ooh ooh 
You ooh ooh you ooh ooh 
Ooh 

Baby this is what you came for 
Lightning strikes every time she moves 
Moves moves moves moves moves 
Oh 

Baby this is what you came for 
Lightning strikes every time she moves 
And everybody watching her 
But ",1
"music  passion  dedication enough if I could never give you peace 
Would it be enough if I could never give you peace 

Your integrity makes me seem small 
You paint dreamscapes on the wall 
I talk shit with my friends it like I wasting your honor 
And you know that I swing with you for the fences 
Sit with you in the trenches 
Give you my wild give you a child 
Give you the silence that only comes when two people understand each other 
Family that I chose now that I see your ",1
"ing  freedom  empowerment  adventure  optimism things with you 
So it goes 
Met you in a bar 
All eyes on me your illusionist 
All eyes on us 
I make all your gray days clear 
And wear you like a necklace 
I so chill but you make me jealous 
But I got your heart 
Skippin when I gone 

we break down a little 
But when I get you alone it so simple 
baby I know what you know 
We can feel it 

And all the pieces fall right into place 
",1
"love  confusion  desperation  uncertainty  determination. beautiful ghosts 
And the memories were lost long ago 
So I dance with these beautiful ghosts 
And the memories were lost long ago 
So I dance with these beautiful ghosts 
And the memories were lost long ago 
So I dance with these beautiful ghost 
The room is on fire invisible smoke 
And all of my heroes die all alone 
Help me hold on to you 

I been the archer I been the prey 
Who could ever leave me darling 
But who could stay 

Dark side ",1
"love  loss  regret  nostalgia. man 
You know that my train could take you home 
Anywhere else is hollow 
I begging for you to take my hand 
Wreck my plans that my man 
Life was a willow and it bent right to your wind 
But I come back stronger than a trend 

Wait for the signal and I meet you after dark 
Show me the places where the others gave you scars 
Now this is an case 
I guess I should known from the look on your face 
Every was a work of ",1
"say  love  regret  apology  rain boyfriend 
Karma is a god Ah 
mm 
Karma a relaxing though 
I hitthe ground running each night 
I hit the Sunday matine 
You know the greatest films of all time were never made 

I guess you never know never know 
And if you wanted me you really should showed 
And if you never bleed you never gon na grow 
And it alright now 

But we were something do you think so 
Roaring twenties tossing pennies in the pool 
And if my wishes came true 
",1
"falling  uncertainty  love  resilience look what you made me do 
Look what you made me do 
Look what you just made me 
I sorry the old Taylor ca come to the phone right now 
Why Oh she dead Oh 

Ooh look what you made me do 
Look what you just made me do 
Look what you just made me do 
Look what you just made me 
I sorry the old Taylor ca come to the phone right now 
Why Oh she dead Oh 

Ooh look what you made me do 
",1
"love  happiness  gratitude me in the basement 
When I want the penthouse of your heart 
Diamonds in my eyes 
I polish up real I polish up real nice 

Nice 

Sapphire tears on my face 
Sadness became my whole sky 
But some guy said my aura moonstone 
Just he was high 
And we dancin all night 
And you can try to change my mind 
But you might have to wait in line 
What a girl gon na do What a girl gon na do 
A diamond got ta shine ",1
"keywords: love  fairytale  patience  perfect. and smell the breakup 
Realize that we wo make up 
It did go the way you planned 
And you know you did beat me 
When you look down and see 
I got an I heart question mark 
Written on the back of my ha 

I just another thing for you to roll your eyes at honey 
You might have him but have you heard 
I just another thing for you to roll your eyes at honey 
You might have him but I always get the last word 
Woah ",1
"love  loss  rain  moving on. That I want and I needing 
Everything that we should be 

I bet she beautiful that girl he talks about 
And she got everything that I have to live without 

Drew talks to me 
I laugh it just so funny 
That I ca even see 
Anyone when he with me 

He says he so in love he finally got it right 
I wonder if he knows he all I think about at night 

He the reason for the teardrops on my guitar 
The only thing ",1
"love  uncertainty  trust  heartbreak me 
Eyes full of stars 
Hustlin for the good life 
Never thought I meet you here 
It could be love 
We could be the way forward 
And I know I pay for it 

You a cowboy like me 
Perched in the dark 
Tellin all the rich folks anything they wan na hear 
Like it could be love 
I could be the way forward 
Only if they pay for it 
You a bandit like me 
Eyes full of stars 
Hustlin for the good life 
",1
"homesick  nostalgia  peacefulness  contentment step you take 
So make the friendship bracelets take the moment and taste it 
You got no reason to be afraid 
You on your own kid 
Yeah you can face this 
You on your own kid 
You always have been 


From sprinkler splashes to fireplace ashes 
I gave my blood sweat and tears for this 
I hosted parties and starved my body 
Like I be saved by a perfect kiss 
The jokes were funny I took the money 
My friends from home do know what to ",1
"support  comfort  optimism  love  dreams Oh oh 
Oh oh 
Oh oh 

This is falling in love in the cruelest way 
This is falling for you when you are worlds away 

In New York be here 
But you in London and I break down 
it not fair that you not around 

This is when the feeling sinks in 
I do wan na miss you like this 
Come back be here come back be here 

The delicate beginning rush 
The feeling you can know so much 
Without knowing anything at ",1
