lyrics,label
"love  admiration  attraction  infatuation habits 
And then it was bought by me 

Who knows if I never showed up what could been 
There goes the most shameless woman this town has ever seen 
I had a marvelous time ruining everything 
A marvelous time 
I had a marvelous time ruining everything 
A marvelous time 
I had a marvelous tim 
My my my my 
My my my my 
My my my my 
My my my my 
My my my my 
My my my my 
My my my my 
My ",1
"comfort  love  support  healing the radio 
And he says he really loves me too he do anything 

Oh I walk through the door there a beautiful moonlight shine 
Across the room 
I crawl into bed thinkin what I did today 
With him 
But what I do know is that tonight is gon na be the night when 

He says I love you and I really care about you 
Yeah he says he hold me in his arms when I afraid 
And I say I love you even at your darkest and 
Please ",1
"independence  nostalgia  freedom  longing. it used to be mad love 
So take a look what you done 
baby now we got bad blood hey 
Did you think we be fine 
Still got scars on my back from your knives 
So do think it in the past 
These kinds of wounds they last and they last 
Now did you think it all through 
All these things will catch up to you 
And time can heal but this wo 
So if you coming my way 
Just do 

Oh it so sad to 
",1
"self-discovery  independence  identity wounded the good and I trusted the wicked 
Clearin the air I breathed in the smoke 

Maybe you ran with the wolves and refused to settle down 
Maybe I stormed out of every single room in this town 
Threw out our cloaks and our daggers because it morning now 
It brighter now now 

I do wan na miss you like this 
Come back be here 

I do wan na miss you like this 
Come back be here come back be here 
I guess you in London today ",1
"love  longing  devotion 
You gave me roses and I left them there to die 

So this is me swallowing my pride 
Standing in front of you saying I sorry for that night 
And I go back to December all the time 

These days I restless 
Workdays are endless look how you made me made me 
But time moves faster 
Replayin your laughter disaster 
now you so far away and I down 
Feelin like a face in the crowd 
I reachin for you terrified 

you could be the one ",1
"love  relationships  perspective  misunderstandings 
Will my first love be true and real 
Will I be ready when my heart starts to fall 
What will I do when my love comes to call 
And my daddy tells me that I light up his world 
Everyday he says darling you my best girl 
He tried to teach me from the very start 
The meaning of love so nobody breaks my heart 

Will my love come in a pouring rain 
Am I ready for the boy am I ready for this game 
Am I ready for ",1
"love  desire  reassurance  contentment. I damned if I do give a damn what people say 
No deal 
The shit they want from me 
I just wan na know you better 
Know you better know you better now 
I just wan na feel okay again 
I bet you got pushed around 
Somebody made you cold 
But the cycle ends right now 
you ca lead me down that road 
And you do know what you do know 

Someday I be livin in a big old city 
And all you ever gon na be ",1
"keywords: hope  disappointment  confusion  heartbreak. pirate ships and the seven dwarfs 
And Daddy smart 
And you the prettiest lady in the whole wide world 

And now I love high tea stories from Uni and the West End 
You can find me in the pub we are watchin rugby with his school friends 
Show me a gray sky a rainy cab ride 
Babes do threaten me with a good time 
They say home is where the heart is 
But God I love the English 
You know I love a London boy 
Boy I fancy you ",1
"betrayal  disappointment  denial  regret with sadness 
it all over now all out to sea 

Goodbye goodbye goodbye 
You were bigger than the whole sky 
You were more than just a short time 
And I got a boyfriend he older than us 
He in the club doin I do know what 
You so cool it makes me hate you so much I hate you so much 

Whisky on ice Sunset and Vine 
You ruined my life by not being mine 

You so gorgeous 
I ca say anything to your face To ",1
"loss  nostalgia  reminiscence  separation. know is a new found grace 
All my days I know your face 
All I know since yesterday 
Is everything has changed 

All I know is you held the door 
You be mine and I be yours 
All I know since yesterday 
Is everything has change 
Hoping it will end up in his pocket Pocket 
But he leaves you out like a penny in the rain 
Oh it not his price to pay 

Hold on baby you losing it 
The water high you jumping into it ",1
