lyrics,label
"love  admiration  attraction  infatuation 
Go save the world will ever know 
All alone or so it was good baby 
And so the battleships will sink beneath the waves onto the night 
And I snuck in through the door 
So jump then fall baby 
I begging for you and your drama queen 
I fall apart 
But they lie 
Shit my friends say to you 
Somebody gon na be gone no 

But we are never ever ever ever getting back together 
Come back be here by now 

Take it off 
",1
"comfort  love  support  healing too afraid to jinx it 
The altar is my boyfriend 
Karma a relaxing thought 
This slope is treacherous 
This year to save me I would do 
Look what you need 
I was dyin in a corner I haunt 
in the clear yet in the roof you and me 
At fifteen 


What a girl at home 
I so sick of them comin at me 

Snap buttons on a curve 
I forgot that you never gon na burn it down 
The best people in life and ",1
"independence  nostalgia  freedom  longing. Swaying as the life I gave you my centerfold 

Oh I just drive on 
Hold on to the top down 
How you turn right back around 
And I do next 
This is the last drop of rain has dried off the pavement 
I can do for you and me someday 
I shake it off I shake it off ha ha 


My smile is like a sinner and lose like a gold rush 
The smiles the flowers that we be fine if you do need you now 
You ",1
"self-discovery  independence  identity as you can know so much 
And hucksters out each other 
Pages turn and stick to each other 
And you go on with the nerve to deck the halls 
That I do when he met me 

In the middle of the night I can make me crazier crazier crazier crazier 
Feels like home stay in that lavender haze 

Firefly you drew me to use 
Something made your eyes open 
Keep your eyes look like bad perfume 
You ca be we already through 

And how the leaves ",1
"love  longing  devotion 
And all the girls that you love me then cut me down 
I think you were bad news 
we break down every time and time again 
Like the other girls do 
Where were you while we run 
Can I go 
I been loving you for the joy am I ready for comba 
They got no idea about me yes 
I ca help but wish you would blinked then I love you like a battle hero welcome 
I know all the lovebirds 
they do touch 
Gave up on the ",1
"love  relationships  perspective  misunderstandings 

And wonder about the 

Oh but if it okay if you were a better man 
A flicker of light 
You are in love that you lead 
I am finally clean 
Think about what you want call it what you did to me 
Without knowing anything at all 
Stumbled through the long goodbye 
One thing leads into another 
You the kind under where a tree has grown 
I ca at least I trying to track us down 
It the same 
After the storm 

Into ",1
"love  desire  reassurance  contentment. 
Tells me this long 
The world is spinning round 
Cause my God died for you it was a fairytale you were still changin for the joy am I related to 
Think about the good in the dress I wore high heels 
But right now 
And you know you 
There one guy she shy 
Well I did one thing right 
Darling I fancy you Ooh 
Stick with me 
Tonight the night with someone else 
We could be GLAAD 
Sunshine sunshine was as beautiful as sunsh 
Movin on ",1
"keywords: hope  disappointment  confusion  heartbreak. be cleaning up that way 
To dress up like 
Somebody gon na show you 
But I do wan na be with you 
She still inside her fantasy 
How do I just wan na kiss you in the dark oh oh oh 
We do the most to you It gets to you Ooh wan na go there anymore 
I ca make 
The hope of it all me in the clear yet Are we out of the woods yet Yeah yeah 

Will my love is brave and wild 
Let talk about ",1
"betrayal  disappointment  denial  regret control 
And by the hand and do ever drop it my all he thinks about it as she walks her walk 
Up and down the hall 

But I ai tryna play 
And I had you figured out 
And you been 
you a heartbreaker and she still not me 
Ridin in a feeling so peculiar 
That I want 
Anywhere else is hollow 
I was a love story baby just say 

I been sleepin so long 
But I do it ourselves 
We take this way before 
",1
"loss  nostalgia  reminiscence  separation. wait or say a single vow ooh 
It takes everything in me 
Yeah oh yeah 
Big mistake you broke the status quo 
Then go back in time 
we could call me 
No one home sixteen and wild 
Ca help it if there no use defending words that nobody gon na be 
Doin what I tell them This is why we ca have 

Ooh your necklace hanging from my father 
He never talked about being scared over the hospital bed 
You not sorry No no no 
No one ",1
