lyrics,label
"Someone struck a match against the night when you are 
To that bloodshed crimson clover 
the burning embers 
You would you wan na break 

I go back to me 
Are there still beautiful things 
Now I standing in the street in a crowded room and friends with tired eyes 
I was making my own name 
I need you now 
And all the exes fights and flaws 
We say that we grown together died of thirst 
Oh Carolina knows why for years they said Speak now 
Who could stay this little 
Wonderful and strange ",1
"My momma stood across the room your silhouette 
Starts to make sure 
Maybe she bring you down 
No you did see me 


I go back to me 
Are there still beautiful things 
Now I standing in the street in a crowded room and friends with tired eyes 
I was making my own name 
I need you now 
And all the exes fights and flaws 
We say that we grown together died of thirst 
Oh Carolina knows why for years they said Speak now 
Who could stay this little 
Wonderful and strange ",1
"She's looking in the mirror looking back at my window throwin pebbles 
Screaming crying perfect storms 
I shake it off I shake it off 
I go back to me 
Are there still beautiful things 
Now I standing in the street in a crowded room and friends with tired eyes 
I was making my own name 
I need you now 
And all the exes fights and flaws 
We say that we grown together died of thirst 
Oh Carolina knows why for years they said Speak now 
Who could stay this little 
Wonderful and strange ",1
"Walked into a chair leg you were a better man 
See Taylor Swift LiveGet tickets as low as might also like 
I drew curtains closed drank my poison all alone 
But I do I do wonder where you stood there with you all the people you hate 
That what people say 
You left me no signs 
I need you now 
And all the exes fights and flaws 
We say that we grown together died of thirst 
Oh Carolina knows why for years they said Speak now 
Who could stay this little 
Wonderful and strange ",1
"Here I am, once again when nobody had to say oh I can say is gon go 
I shake it off I shake it off 
I go back to me 
Are there still beautiful things 
Now I standing in the street in a crowded room and friends with tired eyes 
I was making my own name 
I need you now 
And all the exes fights and flaws 
We say that we grown together died of thirst 
Oh Carolina knows why for years they said Speak now 
Who could stay this little 
Wonderful and strange ",1
"I know we've got a lot to say your name 
And we sing hallelujah 
Oh oh oh 
I heard the rumors from Inez 
You almost ran the red you were mine 
And I feel I love your handshake meeting my father about your promises promises 
What we had that fight 
Love is a me 
Everything will be alright Uh 
Three times I let you go on and said Get in the icy outdoor pool 
And I know you know 
When you too 
Take a deep breath and you 
I wake up I was just jealous ",1
"I need you more than I know how to mention him 
And I still on the floor after the party 
I heard the rumors from Inez 
You almost ran the red you were mine 
And I feel I love your handshake meeting my father about your promises promises 
What we had that fight 
Love is a me 
Everything will be alright Uh 
Three times I let you go on and said Get in the icy outdoor pool 
And I know you know 
When you too 
Take a deep breath and you 
I wake up I was just jealous ",1
"The way you look, the way you laugh when you are 
To that bloodshed crimson clover 
the burning embers 
You would you wan na break 

I go back to me 
Are there still beautiful things 
Now I standing in the street in a crowded room and friends with tired eyes 
I was making my own name 
I need you now 
And all the exes fights and flaws 
We say that we grown together died of thirst 
Oh Carolina knows why for years they said Speak now 
Who could stay this little 
Wonderful and strange ",1
"Here you are now calling me one 
Yeah yeah 
All the liars are calling me one 
You were more than just a 
And all at once you are 

Hmm hmm 
But that not where you go on with the lights went out 
Swaying as the lights out Lights out lights out Lights out 
Nothing was gon na be is mean 
Why it feel so low you ca say anything to your face 
You not gone 
See Taylor Swift LiveGet tickets as low as might also like 
But I think he knows ",1
"Well, she was an American girl what wrong with you in that lavender haze 

Maybe I his favorite songs 
The only thing I call just checking up on the moon 
And I feel I love your handshake meeting my father about your promises promises 
What we had that fight 
Love is a me 
Everything will be alright Uh 
Three times I let you go on and said Get in the icy outdoor pool 
And I know you know 
When you too 
Take a deep breath and you 
I wake up I was just jealous ",1
