lyrics,label
"Someone struck a match against the night when you said to me 
That nothing gon na change not for me and you 
Back before I knew how much I had to lose 
See Taylor Swift LiveGet tickets as low as might also like 
Sleep in half the day just for old times sake 
I wo ask you to wait if you do ask me to stay 
So I go back to and the friends 
Who write books about me if I ever make it 
And wonder about the only soul 
Who can tell which smiles I fakin 
",1
"My momma stood across the room holding her hand 
I have never guessed that starting over would look so good on you 
But here I am 
Still believing there might come a day 
We pick up where we left off 

And by the way your eyes are dancing 
I say the chances of that are getting slim 
By the way my heart still breaking 
It going to take it a while to love again 
So many things that I wish you knew 
So many walls up I ca break through 

Now I standing ",1
"She's looking in the mirror looking back at you 
You walk around here thinking you not pretty 
But that not true 
I know you 

Hold on baby you losing it 
The water high you jumping into it and letting go 
And no one knows 
That you cry but you do tell anyone 
That you might not be the golden one 
And you tied together with a smile 
But you coming undone oh 
Oh oh 
See Taylor Swift LiveGet tickets as low as might also like 
There a whole a lot of ",1
"Walked into a chair leg you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"Here I am, once again when nobody had to know 
You kept me like a secret but I kept you like an oath 
Sacred prayer and we swear 
To remember it all too well yeah 

Well maybe we got lost in translation maybe I asked for too much 
But maybe this thing was a masterpiece you tore it all up 
Runnin scared I was there 
I remember it all too well 
And I was never good at tellin jokes but the punch line goes 
I get older but your lovers stay my age 
From ",1
"I know we've got a lot to say your name 
I on a bench in Coney Island 
Wondering where did my baby go 
The fast times the bright lights the merry go 
Sorry for not making you my making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you my 
Making you ",1
"I need you more than I know how to mention him 
In my monologue 
Hey Joe I doing real well 
Tonight I hosting SNL 
But I not going to mention him 
In my monologue 
Hey Joe I doing real well 
Tonight I hosting SNL 
But I not going to talk about that 
In my monologue 
See Taylor Swift LiveGet tickets as low as might also like 
Ca believe the time you lost me 
Ca believe what it cost me 

I owe my friends ten dollars and a six pack 
You ai worth all that ten ",1
"The way you look, the way you laugh 
The first date Man I did kiss her and I should have 
And when I got home I said amen 
Askin God if he could play it again 

I was walking up the front porch steps 
After everything that day 
Had gone all wrong or been trampled on 
And lost and thrown away 
Got to the hallway well on my way 
To my lovin bed 
I almost did notice all the roses 
And the note that said 
See Taylor Swift LiveGet tickets as low as might also ",1
"Here you are now calling me up 
But I do know what to say 
I just wanted you to know that this is me trying 
I just wanted you to know that this is me trying 
They told me all of my cages were mental 
So I got wasted like all my potential 
And my words shoot to kill when I mad 
I have a lot of regrets about that 
I was so ahead of the curve the curve became a sphere 
Fell behind all my classmates and I ended up here 
Pouring out ",1
"Well, she was an American girl what wrong with you 
She says Please do make me go back there again 
She said I wish there was some way to make them stop it 
So he drives down to that principal office and says 

I did bring her up so they could cut her down 
I did bring her here so they could shut her out 
I live my whole damn life to see that little girl smile 
So why are tears pouring down that sweet face 
She was brought up that way 

Just watched Stephen ",1
"Something about me didn't fit into your perfect world would do 

My best laid plan 
Your sleight of hand 
My barren land 
I am ash from your fire 

Stood on the cliffside screaming Give me a reason 
Your faithless love the only hoax I believe in 
Do want no other shade of blue but you 
No other sadness in the world would 
I I I I I I wish I wish I 
I I I I I I 
I I I I I I I I 
I I I I I I wish I wish ",1
"What a thing to see you there 
And now the storm is coming but 

It you and me that my whole world 
They whisper in the hallway She a bad bad girl 
She a bad bad girl 
She a bad bad girl 
She a bad bad girl 
Oh I just thought you should know You should know 
It you and me there nothing like this 
Miss Americana and The Heartbreak Prince Okay 
We so sad we paint the town blue Paint it blue 
Voted most likely to run away with you 
See ",1
"But mama's watch is ticking off the wall 

X is the shape I drew through your face 
In permanent marker oh yeah 
Just like the mark you knew you were making 
Who do you think you are 
To write on his heart in permanent marker 
X is the shape I drew through your face 
In permanent marker oh yeah 
Just like the mark you knew you were making 
Who do you think you are 
To write on his heart in permanent marker 
X is the shape I drew through your face 
In permanent marker oh ",1
"I think of you every single evening you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
