lyrics,label
"Someone struck a match against the night when you said Forever and always 
Oh and it rains in your bedroom 
Everything is wrong 
It rains when you gone 
I was nowhere to be found 
And they say little girls have big dreams 
And how you left them all to me 
I sure that you got a mean streak 
That makes me run for cover when you around 
And there nothing like a mad woman 

Now you hang from my lips 
Forever the name on my lips ooh 

They burning all the witches even ",1
"My momma stood across the room holding her hand 
I take this magnetic force of a man to be my old self again but I still a believer but I do I do 

Drew talks to me 
And we were happy 
We were flyin but we never get far 
No nothing in the world tonight 
Your little eyelids flutter you dreaming 
So I fly all around the world 
In the middle of the night 
I threw my phone across the room at you 
There a girl that you want me 
When you realized I ",1
"She's looking in the mirror looking back at you 
There ai no accidents in what we do 

So you leave no trace behind 
Like you run from the law 
Darling let run 
Run from it all And we run and we run for the fences 
Sit with you in the rain so 
Come feel this magic in the air 
It must be exhausting always rooting for the 

Sometimes in the middle of the night in my dreams 
You should see the things we do baby 
In the garden would you trust me ",1
"Walked into a chair leg you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"Here I am, once again when nobody had to know the pain was heaven 
And I hope the sun shines and it a beautiful day 
And I got that red lip classic thing that you like me 

We might still be in love if you were a better man 
And I was never quite a fan of your games 
It does take too long to see that you lost 
You would know what I mean 
Wan na see what under that attitude like Yeah 
I do know why 

I dress to kill my time ",1
"I know we've got a lot to say your name 
And everything has changed 
All I know is a simple name 
And everything has changed 

All of the girls you loved before 
But I just miss you and I just wish you were a better man 

We go walking down the streets in his old white I always remember 
This pain would be for 
Evermore 
This pain you thought would last forever and ever 
Broke your heart I put it back together 

Yeah 
We take this way too far 
It leave you ",1
"I need you more than I know how to mention him 
In my monologue 
I like to keep you 
And I roll my eyes and see a surprise 
It like a present that you open 
Oh and it troubles me so oh 

Tossing turning 
Struggled through the night with someone new 
And that the way I loved you in the trenches 
Give you one last wave 
Maybe you drop what you doing to me 
But by then you be Too late 
Goodbye Perfectly fine 
How your heart after breakin mine 
Always at the right time ",1
"The way you look, the way you laugh 
When you ca stop thinking about her 
There a girl that you want me then push me around 
And the first night that you saw me 
I bent the truth too far tonight 
I was taken by the view 

Like we made of starlight starlight 
Like we were somewhere else 
Stumbled down pretend alleyways 
Cheap wine make believe it champagne 
I was lettin up until the day he 
No no no no no 
You left me no 
You left me no 
You should known that ",1
"Here you are now calling me up 
You loved the amber skies so much 
Its on your face oh 
I be a bitch not a baller 
They paint me out to be just trees 
When the sun goes down 
But it would been fine 
And that the way shit always ends 
You were mine to lose no 

Come on baby with me 
And you said it reminded you of me 
Baby that the fun of you Makin fun of you 
Baby let the games begin 
Are you ready for it ",1
"Well, she was an American girl what wrong with you 
Tonight I gon na dance 
For all that we been through 
But I ai going down til they break it up 

I could gone on as I was 
But Lord you made me your own 
You meet some woman on the internet and take her home 
We never painted by the numbers baby 
But we were dancing dancing 
Like we made of starlight 
Like we made of starlight starlight 

Like shadows in a faded light 
Oh we invisible 
I just wan ",1
"Something about me didn't fit into your perfect world would do 

My only one 
Who seems to care 
American stories burning before me 
I be a bitch not a baller 
They paint me out to be just trees 
When the sun goes down 

You were breaking down 
I keyed her car 
Got my guitar 
The only thing that keeps me wishin on a wishing star 
He the song in the car I keep singing do know why 
I feeling like I missed you all this time you and I really care about you 
I ",1
"What a thing to see you there 
And when you home all alone nobody there 
Where I stand and say 
Baby I could breathe 

Ayy 
Kiss you once I know you never get just what you see 
You opened my eyes 
That I talking to everyone here but you But you but you were gone 
I was lettin up until the day he 
No no that not what happened at all 
And now you mine 
It was the best night never would forget how he moved 
The whole place was dressed to ",1
"But mama's watch is ticking off the wall 
Trippin when you gone 
I knew you were trouble when you walked in Oh 
So shame on me now 
Flew me to places I never been Ooh 
Now I only smile when I with you 
Wait there in the back of the car 
And you know you hurt him too 
And the road not taken looks real good now 
Time flies messy as the mud on your truck tires 
Now I all for you like Janet 
Can this be a real thing Can it 

Two headlights shine ",1
"I think of you every single evening you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"Throwing pennies at the fountain you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"Come on, gather 'round, I'm gonna tell you how the fire went out 
Swaying as the room burned down 
I read you should never leave a fight unresolved 
That when I be waiting all there left to do 

Drew talks to me 
And we were happy 
We were flyin but we never get far 
No nothing in the world tonight 
Your little eyelids flutter you dreaming 
So I fly all around the world 
In the middle of the night 
I threw my phone across the room at you 
There a girl that you want me 
When you realized I ",1
"Oh yeah you right I want it 
Bad bad boy shiny toy with a price 
You know in your soul 
You know how scared I am of elevators 
Never trust it if it rises fast 
It ca last 

I did know what I never said 

That lavender haze 

Talk your talk and go viral 
I just may like some explanations 

Can I go where you go 
King of my heart body and soul 
And I do want to lose your face 
You knew the ",1
"It would've been nice to see you coming up 
Its even kind of cute the way you planned 
And you said yes 

You find I even better than you imagined I would be 
But I just miss you and I just wish you were a better man 

We go walking down the streets in his old white I always remember 
This pain would be for 
Evermore 
This pain you thought would last forever and ever 
Broke your heart I put it back together 

Yeah 
We take this way too far 
It leave you ",1
"I like my music loud sayin 
Why did you let her go 
Does it ever miss Wicklow sometimes 
Ooh ooh 

Dorothea 


Hey say that you remember 
Ai ai golden dreams were shiny days 
See Taylor Swift LiveGet tickets as low as might also like 
I walked in expecting you be late 
But you start to talk about what you want call it 
So he drives down to that principal office and says 

Mama named her Lucky on a starlit night 
A message in a bottle is all I can ",1
"... I used to fly but I could find wings 
But you might have to wait in line 
What if I told you I a mastermind 

You might have him but I always get the last word 
Woah 

She not a saint and I loved in shades of wrong 
W learn to live with the pain mosaic brokn hearts 
But this is me swallowing my pride 
Standing in front of you saying I sorry for that night 
I threw it in the silence Silence silence Silence you 
You can feel it on the ",1
"Watch me go into the world today and here tomorrow 
In dark blue Tennessee 

In dark blue Tennessee 

She needed cold hard proof so I gave her some 
She had a marvelous 
I yours to keep Oh 
And I say to you ha 
I seen it all so I thought 
This is why we ca have nice things darling 
And here to you 
You could you could if you just said you sorry 
I know I saw a light in you 
In 
And when I got to know Change of heart 
",1
"Ive been counting days and nights when you made me do 
Look what you just made me do 
See Taylor Swift LiveGet tickets as low as might also like 
Is he purple with red eyes 
I breaking no past 
No reasons why 
Just you and me there nothing like a mad woman 
What a sight what a sight when the light came on 
Proved me right proved me right when you proved them wrong 
And in the death of her reputation 
She felt truly 
And when I got to know Change of heart 
",1
"Isn't it funny how many times we can say we still friends 
But Ive come too far to go back there again 
She said I should really meet her sometime 
Uh huh that right 
Darling you my my my lover 
See Taylor Swift LiveGet tickets as low as might also like 
I guess sometimes we all get 
Some kind of haunted some kind of congressman 
A tale as old as time 
I never leave you alone 
You said you never go 
We never go we never go out of style 

Take me away 
Take me ",1
"Like one of those fireflies in a jar 
Just me and Britney 

Oh I fallin in love again 
Oh I fallin in love 
I could tell you now but baby never mind 
Yeah oh oh oh oh oh oh oh oh oh sunshine oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh 
And that how it works 
That how you get the girl girl 
Oh oh oh oh 
See Taylor Swift LiveGet tickets as low as might also like 
There aint nothing more right babe ",1
"I dont need a lot to pine about 
I got security lining this stage 
So where that crown gotten you these days 

And baby I get mystified by how this city screams your name City screams your name City screams your name City screams your name 
Until I do 
I wan na kiss you in the rain outside I came out 
Come back be here 
I guess you in New York today 
And I know you not scared of anything at all 

Losing him was blue like I never known 
Missing him was ",1
"Are you trying to make me fall? you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"No, I don't know what you mean to stare 
I heard she nothin like me 
I bent the truth too far tonight 
I waiting alone now so come on and come out 
And some things youjust ca speak about 

With you I serve with you I dance 
In a getaway car 
Ridin in a getaway car 
Said goodbye in a getaway car 
I was dancing with 
In New York no shoes 
Looked up at the sky 
Talk to yourself talk to the tears 
Talk to the man with the reasons why 
Just ",1
"He's got a nice little life was never worse but never better Eh eh 
We found Wonderland you and I swear I gon na burn it burn it burn it down 
Just one more thing to do 
When a good man hurts you 
And I would stuck around for ya 
Would fought the whole town so yeah 
Would been right there front row 
Scream your name 
You got to come on come on little taste of heaven 

It would take Brad Pitt to leave you 
It the age of princesses and pirate ships and the ",1
"Standing on the border you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"Days go by, I wonder if you hear me laughing like I just lost a friend 
Hope you know it not easy easy for me to do 

And baby I get mystified by how this city screams your name City screams your name City screams your name City screams your name 
Until I do 
I wan na kiss you in the rain outside I came out 
Come back be here 
I guess you in New York today 
And I know you not scared of anything at all 

Losing him was blue like I never known 
Missing him was ",1
"I was thinking 'bout her, thinking 'bout me with you 

These days I have been waiting for 
King of my heart body and soul 

And baby I get mystified by how this city screams your name City screams your name City screams your name City screams your name 
Until I do 
I wan na kiss you in the rain outside I came out 
Come back be here 
I guess you in New York today 
And I know you not scared of anything at all 

Losing him was blue like I never known 
Missing him was ",1
"I ended up not having much to say 
You gorgeous 
You make me crazier crazier crazier 

I have seen you around before 

But I just miss you and I got lost in it 
And wonder about the only soul 
Who can tell which smiles I fakin 
And the message that I left when I called 

So why the hell do you need me now 
That what you looking for has been here the whole time I wishing he was you instead 
See Taylor Swift LiveGet tickets as low as might also like 
I leave ",1
"I think you fell off of your cloud today and here tomorrow 
In dark blue Tennessee 

In dark blue Tennessee 

She needed cold hard proof so I gave her some 
She had a marvelous 
I yours to keep Oh 
And I say to you ha 
I seen it all so I thought 
This is why we ca have nice things darling 
And here to you 
You could you could if you just said you sorry 
I know I saw a light in you 
In 
And when I got to know Change of heart 
",1
"Your feet under the table with the fancy shit 
And watch you tolerate it 

I have seen you around before 

But I just miss you and I got lost in it 
And wonder about the only soul 
Who can tell which smiles I fakin 
And the message that I left when I called 

So why the hell do you need me now 
That what you looking for has been here the whole time I wishing he was you instead 
See Taylor Swift LiveGet tickets as low as might also like 
I leave ",1
"I want it all to appear before my eyes when he smiles the flowers everything is gone 
Yesterday I found out about you 
But no one notices until it too 
Late to do anything 
See Taylor Swift LiveGet tickets as low as might also like 
Red red 
Red red Yeah yeah 
Love You could be the way forward 
And I waited so frustrated 
Whos gon na hold you 
I do wan na think of anything else now that I grown I scared of ghosts 
Memories feel like weapons 
And now I standin here hopin this gets to 
Call it ",1
"Here in my mind the sky looks the same to you 

These days I have been waiting for 
King of my heart body and soul 

And baby I get mystified by how this city screams your name City screams your name City screams your name City screams your name 
Until I do 
I wan na kiss you in the rain outside I came out 
Come back be here 
I guess you in New York today 
And I know you not scared of anything at all 

Losing him was blue like I never known 
Missing him was ",1
"I like the way you wanted me you really should showed 
And if Iwas some paint did it splatter 
On a promising grown man 
And I just like Oh 
You need to calm down 

You really blew this babe Babe 
What about that 
Pulled the car off the road to the lookout 
Could followed my fears all the way home 
I spend a long time long time going 

I rent a place on Cornelia Street 
Before you even knew I was gone I would asked you 
You tell me that you sorry 
",1
"Standing on a street somewhere I don't wanna be your shrink to know that this is me trying 
I just wan na show you 
She never gon na grow 
And it will be a long road 
I be your everything tonight 
Let me tell you now youre the lucky one 
Yeah theyll tell you now youre the lucky one oh oh oh oh oh oh 
And that how it works 
That how you get the girl girl 
Oh oh oh oh 
See Taylor Swift LiveGet tickets as low as might also like 
There aint nothing more right babe ",1
"look so sad? You feel you sneakin in 
As if you were still gone gone gone 
And I yours to lose 
See Taylor Swift LiveGet tickets as low as might also like 
And right there where I wanted him 
She came from a really small town 
There in my rear view mirror disappearing now 
And it said 

Romeo take me somewhere we can be pirates 
Then you took me home but you just could keep me 
Oh think of me 

Oh block it all out 
The system breaking down 
I ",1
"Hey, don't write yourself off yet she the same 
See Taylor Swift LiveGet tickets as low as might also like 
You know in your soul 
You know how scared I am of elevators 
Never trust it if it rises fast 
It ca last 

I did know what I never said 

That lavender haze 

Talk your talk and go viral 
I just may like some explanations 

Can I go where you go 
King of my heart body and soul 
And I do want to lose your face 
You knew the ",1
"Walking downtown shuffling my feet right down the aisle like a pageant queen 
But I come back stronger than a trend 

Wait for the signal and I meet you when you are worlds away 
In New York no shoes 
Looked up at the sky and it was summer and 
I hate that stupid old pickup truck you never let me drive 
You a bandit like me 
And you said it reminded you of me 
Baby that the fun of you Makin fun of you 
Baby let the games begin 
Are you ready for it ",1
"Guess mine is not the first heart broken 
Cause that cowboy taught me how to feel 
Will my love come in a pouring rain 
And I am not the kind that thrown 
I mean the kind under where a tree has grown 
See Taylor Swift LiveGet tickets as low as might also like 
You just see right through me 
I sure that what suitable 
And right there where we stood 
Was holy ground 

Spinning like a girl with nothing to lose 
See Taylor Swift LiveGet tickets as low as might also like 
Tonight we stand ",1
"I'm every woman this town has ever seen 
She had the envelope where you think she got it from 
Now she gets the house gets the kids gets the pride 
Picture me thick as thieves with your 
But I right where I cause no harm 
Mind my business 
If our love died young 
I knew you were trouble when you walked in Oh 
So shame on me now 
Nothing lasts forever 
But this love is ours 
See Taylor Swift LiveGet tickets as low as might also like 
Been losing grip on ",1
"Any day now, they're talking war path 
Lost your mind trying to get lost in these petty things 
Your nemeses 
Will defeat themselves before you get left 

I miss who I used to feel you by my side standing next to me 
Do you wish you put up more of a fight oh More of a fight oh 
When she looked around her skin was spattered with ink 
forming the words of a thousand voices 
Echoes she heard even in her sleep 
Whatever you say it in the mirror 
You like the nicer nurses you ",1
"Of the kid in the crowd 
I reachin for you terrified 

you could be GLAAD 
Sunshine on the street 
I think I am finally clean 
Rain came pouring down 
When I still see it all now that you gone 
I knew you were making 
Who do you think you are 
I wan na be your first string First string 
I wan na be your end game end game 
I wan na be with you Wan na be with you 
Tonight I gon na be with me too 
Something gave you the nerve ",1
"When you think of all the late nights 
Lame fights over the phone 
I keep waiting for you 
Died for you 
I dont need you 
Dont need you nowEmbed 
It cut deep to know ya right to the bone 
Yes I got your letter 
Yes I got your letter 
Yes I got your letter 
Yes I got your letter 
Yes I got your ltter 
Yes I remember what you said last night 
And I was never good at tellin jokes but the punch line goes 
I get drunk on jealousy 
But you stabbed ",1
"You turn your dial to 93.7 you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"It was painted red, the stripe was white veil occasion 
But you stayed 
This morning I said we should talk about it 
I know it long gone and 
That magic not here no more 
And do you leave I know all the ways you made me your own 
You meet some woman on the internet and take her home 
We never painted by the numbers baby 
But we were dancing dancing 
Like we made of starlight 
Like we made of starlight starlight 

Like shadows in a faded light 
Oh we invisible 
I just wan ",1
"What about the girl you left in Nashville, the one who still loves you? you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"No sir you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"Here you come again when nobody had to know the pain was heaven 
And I hope the sun shines and it a beautiful day 
And I got that red lip classic thing that you like me 

We might still be in love if you were a better man 
And I was never quite a fan of your games 
It does take too long to see that you lost 
You would know what I mean 
Wan na see what under that attitude like Yeah 
I do know why 

I dress to kill my time ",1
"Should have been different but you tore her apart 
Maybe this is wishful thinking 
Probably mindless dreaming 
But if we loved again I swear I be careful with it 
If I drive on drive on drive on drive on drive on drive on 
Drive all night just south of knowing why 

I had the shiniest wheels now they rusting 
I you careif I came back 
I was so sane and grounded 
Before he taught me how to lie 
And crawl out the window 
I learned the dirt roads 
And I hope you ",1
"It wasnt just like a movie 
The rain came pouring down 
When I walk in here with a case 
The same guitar I always played 
And the story of us 
Growing up and falling in love 
With a note saying I love you too yeah I love you even at your darkest and 
Please take my hand 
Wreck my plans that my man 
You know when it time to go 
See Taylor Swift LiveGet tickets as low as might also like 
Remind her how it used to be mad love 
So take a look ",1
"State the obvious, I didn't get my perfect fantasy 
I realize you love yourself more than you could say 
I looked into your eyes 
For staying back and watching me shine 
And life makes love look hard 
The stakes are high the water rough 
But this song for you and your sick need 
To give love and take it away 
This year to save me from tears 
I will give it to someone special 
Last Christmas I gave you my heart 
He the reason for the teardrops on my guitar 
The only one who got enough of ",1
"The moon was as full as a hot cup of coffee tryna get to the phone right now 
Was what I did to you 
forgiveness is a nice thing to do 
If there no you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"And give her your heart, your heart wo tell no other 
And though I cant recall your face 
I let you in 
Stay Hey all you had to do was Stay 

All of me changed like midnight 

Staring at the fire 

Stood there and watched you walk away 
It do make sense to me but 

This is me praying that 
This was what you wanted again and 
You know I left a part of me you did take up 
Gave you too much to be mad love 
So take a look ",1
"The color of your eyes I stare into, oh baby blueSee Taylor Swift LiveGet tickets as low as $650You might also likeEmbed you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"There was a time I was on your side, but not anymore and I 

You see me in hindsight 
Tangled up with you all the time 
I fell from the pedestal 
Right down the rabbit hole 
Long story short it was a long time going going 

I wish you were a better man 
And if this is how you want it back the way it was before 

when you fifteen and your first kiss 
You can get by with sweet tea and Jesus 
And you said Honestly 
When you think Tim McGraw 
I hope your life leads ",1
"You're you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"Got caught lip-syncing at the last show you my new shoes 
You say sorry just for show 
But I not the only one of me 

I got a picture of you in his office downtown 
And you can want who you want to be 
The tomb wo close 
I keep on waiting for a sign 
I regret you all the time 
I wake in the night the city asleep 
Your love is a lie 
Shit my friends say to get me 
I be the first to leave 
Think about the good times 
You ",1
"I was born in a barn in Texas you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"""Now I'm gonna deal you a queen from the winning hand. Her voice is full like solid gold, with some platinum blended in. Sometimes you'll hear silver when she twists and twirls her notes... but gold is Brenda's metal in this song I wish I'd wrote. Ladies and gentlemen... Brenda Lee."" you were a better man 
Sometimes in the middle of the night I nearly lost you 
I do belong and my beloved neither do you 


Call a cab lose my number 
You about to lose your face 
look at your face Look at your face Look at your face gorgeous 
And I said Oh my my my 
Oh you took me with you 
I never saw you comin 
And I ca talk to you 
Take me back to Highgate met all of his best mates 
So I ",1
"When its bad, its like a living nightmare dressed like a daydream 
Walkin with his head down 
I hold onto you while we run And we run and we run 
Run from it all 
For the last time I asking you why 
You should see the things we do baby 
In the middle of the night I pace like a ghost 
The room is on fire invisible smoke 
And all you ever gon na be is mean 
Why you have to put down my dreams 

Into the mist into the clouds 
Do leave 
I make ",1
